index,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
KRBOX4,ENSG00000147121,91,True,0.17929046,3.4069343,3.2734559
CDK16,ENSG00000102225,78,True,0.13520962,2.7206678,1.9184419
RBM3,ENSG00000102317,1722,True,1.9165152,3.4999523,1.4093151
PQBP1,ENSG00000102103,430,True,0.7033839,4.66509,3.306565
SLC35A2,ENSG00000102100,81,True,0.15019202,2.9663553,2.4035451
OTUD5,ENSG00000068308,125,True,0.2023817,2.014844,0.52481234
PRAF2,ENSG00000243279,157,True,0.28330648,3.3534749,1.4766903
WDR45,ENSG00000196998,218,True,0.36805207,3.3660905,1.4928583
GPKOW,ENSG00000068394,113,True,0.307389,4.79445,3.3234103
SYP,ENSG00000102003,5,True,0.014511895,2.420589,1.3259445
CCDC22,ENSG00000101997,129,True,0.20405786,2.4977756,1.4783473
MAGEH1,ENSG00000187601,149,True,0.28376782,3.872504,2.141866
PJA1,ENSG00000181191,56,True,0.14425102,4.314274,5.0649724
PDZD11,ENSG00000120509,176,True,0.27294114,2.3120844,1.1117054
NONO,ENSG00000147140,448,True,0.63415974,2.9800203,0.9205395
P2RY10,ENSG00000078589,122,True,0.23087402,2.8343134,2.142832
ITM2A,ENSG00000078596,340,True,0.54954636,3.4045303,1.5421218
SYTL4,ENSG00000102362,3,True,0.014162488,2.7204382,1.9179887
BTK,ENSG00000010671,220,True,0.3652089,3.2146862,1.2988219
ARMCX5,ENSG00000125962,34,True,0.08963877,3.898425,4.243891
BEX4,ENSG00000102409,306,True,0.48329306,3.026452,1.0575856
TCEAL8,ENSG00000180964,341,True,0.5668892,4.7625628,3.4445844
TCEAL4,ENSG00000133142,136,True,0.24326044,3.6904752,3.8332996
MORF4L2,ENSG00000123562,266,True,0.41186514,2.61967,0.53626305
NXT2,ENSG00000101888,72,True,0.19200481,4.2025027,4.8442836
WDR44,ENSG00000131725,20,True,0.033219486,2.013896,0.52294064
PGRMC1,ENSG00000101856,112,True,0.22699733,2.63321,1.7457588
RNF113A,ENSG00000125352,332,True,0.5123603,3.5249734,1.6964788
NKAP,ENSG00000101882,178,True,0.30969054,3.7613611,1.9994278
LAMP2,ENSG00000005893,157,True,0.2237653,2.3552332,1.1969014
CUL4B,ENSG00000158290,43,True,0.09156302,3.4360394,3.3309233
C1GALT1C1,ENSG00000171155,67,True,0.12373321,2.6834886,1.8450326
RP1-315G1.3,ENSG00000232412,8,True,0.017248336,2.1129463,0.71851265
SLC25A14,ENSG00000102078,43,True,0.09696923,3.5872152,3.6294155
HPRT1,ENSG00000165704,273,True,0.40355268,2.9559422,0.96722174
FAM127A,ENSG00000134590,128,True,0.19511266,2.2832663,1.0548048
FHL1,ENSG00000022267,85,True,0.22168039,4.029677,4.5030437
IDH3G,ENSG00000067829,539,True,0.7176003,2.8108807,0.6810412
PDZD4,ENSG00000067840,16,True,0.031643473,2.0023866,0.5002156
TKTL1,ENSG00000007350,31,True,0.054472584,2.0493984,0.5930392
MPP1,ENSG00000130830,175,True,0.31556872,2.8099065,0.78006583
FBXO25,ENSG00000147364,116,True,0.22277093,3.6187687,3.6917171
TDRP,ENSG00000180190,4,True,0.0133617865,2.5189624,1.5201801
MYOM2,ENSG00000036448,19,True,0.050556738,2.4699855,1.4234766
LONRF1,ENSG00000154359,20,True,0.043283943,2.1298122,0.75181407
DMTN,ENSG00000158856,21,True,0.07577724,3.8837075,4.2148314
SLC39A14,ENSG00000104635,12,True,0.024753427,2.0549583,0.6040171
ADAM28,ENSG00000042980,90,True,0.17868358,2.047796,0.5898753
CLU,ENSG00000120885,51,True,0.36069313,4.6443977,3.1311069
PNOC,ENSG00000168081,95,True,0.19742009,2.0237052,0.54230875
HMBOX1,ENSG00000147421,138,True,0.27110678,4.0548053,4.552659
IDO1,ENSG00000131203,7,True,0.0146922,2.0573199,0.6086799
RP11-589C21.6,ENSG00000271938,90,True,0.19883707,4.339524,5.114828
AP3M2,ENSG00000070718,95,True,0.18545294,3.2781327,3.0191407
VDAC3,ENSG00000078668,456,True,0.7664468,5.1554685,4.0009313
SLC20A2,ENSG00000168575,35,True,0.07424446,2.4578788,1.3995724
FNTA,ENSG00000168522,431,True,0.6300107,3.4172702,1.5396768
LYPLA1,ENSG00000120992,417,True,0.60133797,3.0185375,0.9750792
NSMAF,ENSG00000035681,81,True,0.14983284,2.7592852,1.9946909
RAB2A,ENSG00000104388,454,True,0.6346993,3.3097377,1.3874128
CHD7,ENSG00000171316,65,True,0.1577344,4.146229,4.7331724
RRS1,ENSG00000179041,167,True,0.2640118,2.795571,2.0663364
C8orf44,ENSG00000213865,29,True,0.0636218,2.828176,2.130714
STAU2,ENSG00000040341,83,True,0.15701665,2.808703,2.092265
ZBTB10,ENSG00000205189,53,True,0.08654868,2.1731575,0.83739793
RP11-219B4.7,ENSG00000260493,6,True,0.0168284,2.3171146,1.1216373
CA2,ENSG00000104267,51,True,0.20389953,4.3730564,5.181037
TMEM55A,ENSG00000155099,141,True,0.29756135,4.7098594,3.215001
KIAA1429,ENSG00000164944,59,True,0.12421701,3.6476347,3.7487123
DPY19L4,ENSG00000156162,27,True,0.077872075,4.193011,4.825542
MTERFD1,ENSG00000156469,68,True,0.13101475,2.4861574,1.4554076
CPQ,ENSG00000104324,157,True,0.31740886,4.300465,2.690331
POLR2K,ENSG00000147669,192,True,0.35798994,4.341491,2.742909
ATP6V1C1,ENSG00000155097,84,True,0.15147512,2.8569412,2.18751
NUDCD1,ENSG00000120526,63,True,0.12002096,3.162631,2.791086
MED30,ENSG00000164758,342,True,0.54910576,3.640841,1.8449721
DERL1,ENSG00000136986,287,True,0.48296452,3.7285907,1.9574301
WDYHV1,ENSG00000156795,46,True,0.11451041,4.236589,4.911586
RNF139,ENSG00000170881,351,True,0.55727506,3.4584916,1.6112773
KIAA0196,ENSG00000164961,70,True,0.17901008,4.728993,5.883824
SLA,ENSG00000155926,255,True,0.4684976,3.7454038,1.9789773
CASC7,ENSG00000259758,54,True,0.0891701,2.8722925,2.2178206
LYPD2,ENSG00000197353,18,True,0.05275681,2.8505216,2.1748345
TOP1MT,ENSG00000184428,80,True,0.1390461,2.2411644,0.9716759
NAPRT1,ENSG00000147813,335,True,0.48835474,2.823572,0.7975791
SHARPIN,ENSG00000179526,251,True,0.39684504,2.9937437,1.0156672
MAF1,ENSG00000179632,612,True,0.79874146,2.8860562,0.7874882
VPS28,ENSG00000160948,953,True,1.1733094,3.8166847,1.8630095
RCL1,ENSG00000120158,58,True,0.13576345,3.8113916,4.072046
CD274,ENSG00000120217,7,True,0.014828746,2.29782,1.0835408
CDKN2A,ENSG00000147889,28,True,0.12265106,4.9886055,6.3964214
DNAJA1,ENSG00000086061,797,True,0.9717482,2.8616333,0.66413796
AQP3,ENSG00000165272,448,True,0.7483626,3.3608503,1.4597874
ENHO,ENSG00000168913,26,True,0.048648514,2.3119693,1.1114781
GALT,ENSG00000213930,180,True,0.33116612,3.4098134,1.5488925
STOML2,ENSG00000165283,346,True,0.5287875,3.080151,1.126405
CD72,ENSG00000137101,122,True,0.27381033,2.2352285,0.9599556
TPM2,ENSG00000198467,8,True,0.014771452,2.003413,0.5022422
GNE,ENSG00000159921,9,True,0.018764198,2.0069113,0.5091495
PAX5,ENSG00000196092,35,True,0.07321338,2.0038373,0.5030801
FXN,ENSG00000165060,162,True,0.28368846,3.393565,1.5280689
ABHD17B,ENSG00000107362,52,True,0.16474484,4.811142,6.046025
VPS13A,ENSG00000197969,92,True,0.17459667,3.147079,2.7603788
TLE4,ENSG00000106829,295,True,0.4244234,2.7830672,0.74566925
SPIN1,ENSG00000106723,51,True,0.13592269,4.2255483,4.8897862
FAM120A,ENSG00000048828,108,True,0.17910022,2.6528003,1.7844394
C9orf3,ENSG00000148120,19,True,0.03861707,2.0916302,0.6764247
PTCH1,ENSG00000185920,13,True,0.02846087,2.0036445,0.50269926
ERCC6L2,ENSG00000182150,35,True,0.067665234,2.5385125,1.5587813
HEMGN,ENSG00000136929,15,True,0.028886538,2.0188487,0.53271955
TRIM14,ENSG00000106785,143,True,0.22991772,2.4897525,1.462506
INVS,ENSG00000119509,15,True,0.029869119,2.107869,0.7084876
SMC2,ENSG00000136824,58,True,0.16581786,4.652126,5.732052
CTNNAL1,ENSG00000119326,14,True,0.021722035,2.199344,0.8891024
INIP,ENSG00000148153,106,True,0.20721325,3.823598,4.0961466
GSN,ENSG00000148180,135,True,0.21817756,2.0838232,0.66100997
PTGS1,ENSG00000095303,33,True,0.062083613,2.0837672,0.66089934
ARPC5L,ENSG00000136950,504,True,0.7198003,2.7710755,0.62467784
GOLGA1,ENSG00000136935,30,True,0.058590747,2.0614395,0.616814
SCAI,ENSG00000173611,48,True,0.13602653,4.2902403,5.017519
PPP6C,ENSG00000119414,299,True,0.54282475,4.295566,2.6840525
PTGES2,ENSG00000148334,152,True,0.27257818,3.366626,3.1938684
C9orf16,ENSG00000171159,977,True,1.1932815,2.9210768,0.5373506
TRUB2,ENSG00000167112,84,True,0.1364008,2.6322482,1.7438598
TOR1A,ENSG00000136827,206,True,0.35167307,4.036698,2.352293
USP20,ENSG00000136878,67,True,0.119730935,2.0617347,0.6173968
POMT1,ENSG00000130714,49,True,0.13005094,3.7832956,4.016571
UCK1,ENSG00000130717,94,True,0.18211906,3.9310532,4.308314
SETX,ENSG00000107290,133,True,0.21482791,2.3880193,1.2616367
GFI1B,ENSG00000165702,12,True,0.024140077,2.0710824,0.6358535
GBGT1,ENSG00000148288,33,True,0.1775223,5.6262856,7.6555033
SURF6,ENSG00000148296,62,True,0.15905893,4.0556407,4.5543084
SURF1,ENSG00000148290,465,True,0.7085707,4.2668324,2.74264
SARDH,ENSG00000123453,14,True,0.027917096,2.1151586,0.7228807
RXRA,ENSG00000186350,148,True,0.26766127,3.2929826,3.0484614
FCN1,ENSG00000085265,793,True,1.9397169,3.5967271,1.5799313
C9orf69,ENSG00000238227,70,True,0.12238743,3.2570615,2.9775362
EGFL7,ENSG00000172889,10,True,0.021708531,2.0972066,0.6874351
TMEM141,ENSG00000244187,294,True,0.45932484,3.3855238,1.5177635
RABL6,ENSG00000196642,117,True,0.23335013,3.3922184,3.2443998
PHPT1,ENSG00000054148,440,True,0.6287964,2.7809057,0.63859725
PTGDS,ENSG00000107317,32,True,0.10853938,2.80461,2.0841835
C9orf142,ENSG00000148362,654,True,0.8981242,3.051673,0.9603398
CLIC3,ENSG00000169583,166,True,0.45096347,2.7163453,0.66016
NELFB,ENSG00000188986,44,True,0.1223686,4.196233,4.831904
MRPL41,ENSG00000182154,420,True,0.5698462,2.6866078,0.5050733
C9orf37,ENSG00000203993,46,True,0.11989165,4.07632,4.5951395
IDI1,ENSG00000067064,317,True,0.48676756,3.3991919,1.5352802
AKR1C3,ENSG00000196139,106,True,0.269986,2.464355,1.4123594
ATP5C1,ENSG00000165629,830,True,0.9977584,3.0722604,0.99242806
SEC61A2,ENSG00000065665,11,True,0.019317575,2.0290399,0.5528418
NUDT5,ENSG00000165609,316,True,0.4773189,2.9239504,0.92622185
CDC123,ENSG00000151465,360,True,0.56858635,4.153055,2.5815337
CAMK1D,ENSG00000183049,141,True,0.2691139,3.6872182,3.8268688
FAM107B,ENSG00000065809,399,True,0.6013594,3.0716815,1.05033
RP11-398C13.6,ENSG00000272853,10,True,0.02069114,2.1523008,0.79621714
RP11-390B4.5,ENSG00000260589,6,True,0.017499447,2.2392392,0.9678745
MLLT10,ENSG00000078403,130,True,0.21469086,2.7540894,1.9844317
ARHGAP21,ENSG00000107863,24,True,0.04323312,2.016662,0.5284018
ENKUR,ENSG00000151023,6,True,0.015775092,2.2957928,1.0795381
MAP3K8,ENSG00000107968,155,True,0.31834614,4.4243746,2.8491304
KIF5B,ENSG00000170759,479,True,0.7433153,4.035587,2.415201
RP11-324I22.4,ENSG00000271335,5,True,0.01811343,2.922186,2.3163338
RP11-162G10.5,ENSG00000236514,13,True,0.02680135,2.2326138,0.95479286
ZNF32,ENSG00000169740,247,True,0.39031255,2.922816,0.92476803
ZFAND4,ENSG00000172671,37,True,0.07483435,3.3139417,3.0898447
NCOA4,ENSG00000138293,385,True,0.6259005,3.1784842,1.2015605
ZWINT,ENSG00000122952,19,True,0.026904222,2.1121235,0.71688807
CISD1,ENSG00000122873,117,True,0.21122216,2.8969839,2.266573
UBE2D1,ENSG00000072401,284,True,0.48902094,3.9616356,2.256095
TFAM,ENSG00000108064,94,True,0.16103132,2.6955023,1.8687532
REEP3,ENSG00000165476,74,True,0.12524876,2.3693585,1.2247915
SIRT1,ENSG00000096717,25,True,0.08496214,4.093272,4.628611
PBLD,ENSG00000108187,6,True,0.017102212,2.3719785,1.2299646
HNRNPH3,ENSG00000096746,483,True,0.72723097,3.6673582,1.8937963
SRGN,ENSG00000122862,1612,True,2.1566606,3.4757235,1.2537731
TACR2,ENSG00000075073,3,True,0.013781556,2.5488143,1.579122
TSPAN15,ENSG00000099282,25,True,0.073393606,3.5215364,3.4997344
PRF1,ENSG00000180644,428,True,1.2026007,3.393706,1.236926
MICU1,ENSG00000107745,92,True,0.16957738,2.9714272,2.4135594
CAMK2G,ENSG00000148660,153,True,0.2720249,3.2972999,3.0569859
RP11-178G16.4,ENSG00000267957,9,True,0.021685483,2.5765939,1.6339719
ZNF503,ENSG00000165655,9,True,0.033574324,3.9235985,4.293595
PPIF,ENSG00000108179,117,True,0.1843286,2.1758573,0.84272873
ATAD1,ENSG00000138138,116,True,0.2096384,2.6771452,1.8325078
IFIT2,ENSG00000119922,153,True,0.3307808,4.335959,2.735819
IFIT1,ENSG00000185745,216,True,0.38643774,3.5946133,1.7857277
IFIT5,ENSG00000152778,100,True,0.17077707,2.0033193,0.5020572
MARCH5,ENSG00000198060,164,True,0.25806445,2.3288696,1.1448472
EXOC6,ENSG00000138190,71,True,0.15388547,3.4199529,3.2991607
BLNK,ENSG00000095585,110,True,0.22595508,2.942937,2.357306
ARHGAP19,ENSG00000213390,7,True,0.015608531,2.3299613,1.1470028
FRAT1,ENSG00000165879,63,True,0.13666059,3.6108332,3.6760485
NDUFB8-1,ENSG00000166136,1074,True,1.2408774,3.363416,1.1920912
MRPL43,ENSG00000055950,468,True,0.6734102,3.5937092,1.789511
LZTS2,ENSG00000107816,13,True,0.07594304,4.876994,6.1760483
FBXW4,ENSG00000107829,37,True,0.079388276,3.151545,2.769197
TRIM8,ENSG00000171206,170,True,0.26133496,2.1905243,0.87168837
C10orf32,ENSG00000166275,239,True,0.47668308,3.5114813,1.6791877
GSTO1,ENSG00000148834,781,True,1.0540656,2.870387,0.6777819
XPNPEP1,ENSG00000108039,118,True,0.19306608,2.1635394,0.8184074
SHOC2,ENSG00000108061,142,True,0.2554459,3.549923,3.555783
VTI1A,ENSG00000151532,124,True,0.24450047,4.184801,4.8093324
PRDX3,ENSG00000165672,363,True,0.5462723,3.5220966,1.692792
PLEKHA1,ENSG00000107679,151,True,0.28982416,4.0872073,2.4170246
BUB3,ENSG00000154473,578,True,0.7637795,2.7301617,0.5667447
OAT,ENSG00000065154,124,True,0.21368101,2.8180494,2.1107192
CTBP2,ENSG00000175029,61,True,0.114692725,2.9780219,2.4265802
MGMT,ENSG00000170430,409,True,0.5692974,2.8275967,0.7047107
GLRX3,ENSG00000108010,342,True,0.5072705,3.2270207,1.3146297
STK32C,ENSG00000165752,69,True,0.10905384,2.2481863,0.9855404
ECHS1,ENSG00000127884,375,True,0.5234864,2.6320295,0.55210286
SYCE1,ENSG00000171772,16,True,0.045651004,3.6482084,3.7498448
SCGB1C1,ENSG00000188076,9,True,0.02927854,2.8584766,2.1905415
IFITM3,ENSG00000142089,599,True,1.3325137,2.956885,0.5903533
PHRF1,ENSG00000070047,42,True,0.07788772,2.021283,0.5375259
IRF7,ENSG00000185507,439,True,0.6385233,2.691038,0.51134616
TMEM80,ENSG00000177042,137,True,0.2387631,2.669992,1.8183838
TALDO1,ENSG00000177156,987,True,1.4251021,4.246898,3.196811
MOB2,ENSG00000182208,236,True,0.39717594,3.618905,1.8168595
TNNI2,ENSG00000130598,64,True,0.13284917,3.250816,2.965205
KCNQ1OT1,ENSG00000269821,81,True,0.24682315,4.803893,6.031712
SLC22A18AS,ENSG00000254827,12,True,0.021082215,2.093533,0.68018174
NAP1L4,ENSG00000205531,358,True,0.52275026,2.6386144,0.56054187
CARS,ENSG00000110619,168,True,0.33926526,3.8062677,2.0569792
ZNF195,ENSG00000005801,79,True,0.1461376,2.7476432,1.9717041
TIMM10B,ENSG00000132286,161,True,0.28541464,3.7999835,2.0489254
TAF10,ENSG00000166337,127,True,0.26159525,4.7947793,6.013717
RIC3,ENSG00000166405,261,True,0.48733228,3.4955218,1.6587343
TMEM9B,ENSG00000175348,516,True,0.7014119,2.8449204,0.7292408
DENND5A,ENSG00000184014,75,True,0.12271051,2.238163,0.96574956
SWAP70,ENSG00000133789,137,True,0.25840524,2.1186082,0.72969204
ZBED5-AS1,ENSG00000247271,68,True,0.15288691,3.8334508,4.115601
PSMA1,ENSG00000129084,672,True,0.8353196,2.742745,0.5845623
SAAL1,ENSG00000166788,70,True,0.12610106,3.0928473,2.6533
CAT,ENSG00000121691,378,True,0.56021434,3.2008603,1.281103
PRR5L,ENSG00000135362,32,True,0.0742987,3.190476,2.846065
API5,ENSG00000166181,150,True,0.23055357,2.0862966,0.66589355
CD82,ENSG00000085117,188,True,0.35129946,3.9417295,2.230584
PEX16,ENSG00000121680,325,True,0.5199936,3.3035731,1.4127375
DGKZ,ENSG00000149091,269,True,0.41223237,2.7007961,0.6402325
DDB2,ENSG00000134574,111,True,0.18472837,2.8629189,2.1993127
MADD,ENSG00000110514,73,True,0.20495605,4.858152,6.1388445
CELF1,ENSG00000149187,257,True,0.40473354,3.2749932,1.3761101
MTCH2,ENSG00000109919,223,True,0.3617271,3.6822405,1.8980287
FNBP4,ENSG00000109920,203,True,0.33300975,3.40028,1.5366747
UBE2L6,ENSG00000156587,926,True,1.1590142,3.3815408,1.2189192
TMX2,ENSG00000213593,269,True,0.50584507,4.4624352,2.897908
CTNND1,ENSG00000198561,21,True,0.034681894,2.1396031,0.7711459
RP11-142C4.6,ENSG00000255240,8,True,0.021973023,2.3226025,1.1324731
MS4A6A,ENSG00000110077,427,True,0.9542984,3.7807512,2.0967045
MS4A1,ENSG00000156738,423,True,1.0003642,2.8384144,0.6279483
PTGDR2,ENSG00000183134,10,True,0.01443825,2.0408325,0.57612604
PRPF19,ENSG00000110107,179,True,0.2809382,2.1339402,0.75996464
TMEM138,ENSG00000149483,177,True,0.2867582,2.7804654,0.7423348
SDHAF2,ENSG00000167985,342,True,0.5052495,2.9764028,0.99344355
FADS1,ENSG00000149485,39,True,0.11524092,4.555386,5.541042
AP003733.1,ENSG00000269089,114,True,0.18942466,2.247343,0.9838754
UBXN1,ENSG00000162191,1367,True,1.548051,3.737266,2.246207
GNG3,ENSG00000162188,9,True,0.022740766,2.120712,0.73384595
TAF6L,ENSG00000162227,46,True,0.08603463,2.5191257,1.5205026
RP11-727F15.9,ENSG00000256690,85,True,0.15966374,2.0635576,0.6209961
OTUB1,ENSG00000167770,437,True,0.6084072,2.8989,0.80567485
FERMT3,ENSG00000149781,489,True,0.7856044,3.7043593,1.9461893
RASGRP2,ENSG00000068831,655,True,0.8960495,3.7304215,2.018259
AP001462.6,ENSG00000269038,7,True,0.016349927,2.0775163,0.6485572
ARL2,ENSG00000213465,308,True,0.5045346,4.0205436,2.33159
SYVN1,ENSG00000162298,81,True,0.19305441,4.459674,5.352061
CTSW,ENSG00000172543,808,True,1.5330186,3.4584777,1.7261902
PACS1,ENSG00000175115,134,True,0.28506365,3.8080492,2.0592623
RAB1B,ENSG00000174903,173,True,0.27135724,2.5427437,1.5671357
RBM4,ENSG00000173933,277,True,0.4353093,2.877374,0.86653054
RCE1,ENSG00000173653,109,True,0.22034636,2.1458278,0.78343624
AP003419.16,ENSG00000255949,9,True,0.020462383,2.1271224,0.74650306
PTPRCAP,ENSG00000213402,1729,True,2.2137637,3.0912974,0.565502
CORO1B,ENSG00000172725,442,True,0.68459404,3.288632,1.3575275
PITPNM1,ENSG00000110697,53,True,0.08641629,2.1060028,0.704803
GSTP1,ENSG00000084207,1238,True,1.8400196,3.0629306,0.63883585
MRPL21,ENSG00000197345,434,True,0.6089617,3.22162,1.26264
CTTN,ENSG00000085733,7,True,0.01381072,2.1079667,0.70868057
LAMTOR1,ENSG00000149357,928,True,1.1432244,2.9995458,0.6534987
FOLR3,ENSG00000110203,157,True,0.34535438,2.819332,0.7921452
ARAP1,ENSG00000186635,136,True,0.20628782,2.563651,1.6084168
RELT,ENSG00000054967,134,True,0.2047792,2.1083906,0.70951754
PGM2L1,ENSG00000165434,47,True,0.17983665,5.194693,6.8033357
XRRA1,ENSG00000166435,148,True,0.25493813,3.1961203,2.8572094
AP001189.4,ENSG00000236304,15,True,0.06484782,3.0057142,2.481258
CLNS1A,ENSG00000074201,585,True,0.77733076,2.8332791,0.71275693
PICALM,ENSG00000073921,119,True,0.20315997,2.757266,1.990704
PRSS23,ENSG00000150687,101,True,0.21949878,2.0613778,0.61669207
RAB38,ENSG00000123892,11,True,0.023553051,2.1449327,0.7816691
SMCO4,ENSG00000166002,282,True,0.44186953,2.6326957,0.5529566
TAF1D,ENSG00000166012,405,True,0.6021296,3.2164555,1.2553271
MRE11A,ENSG00000020922,54,True,0.11227478,3.0530512,2.5747237
CWC15,ENSG00000150316,453,True,0.66162694,3.4276793,1.5544158
CASP4,ENSG00000196954,851,True,1.0624102,2.9338071,0.7766304
PPP2R1B,ENSG00000137713,31,True,0.056692727,2.13298,0.7580689
RBM7,ENSG00000076053,178,True,0.37780988,4.514056,2.9640644
REXO2,ENSG00000076043,295,True,0.48605847,3.3645017,1.4908221
PCSK7,ENSG00000160613,386,True,0.6512248,4.563478,3.1626842
CEP164,ENSG00000110274,98,True,0.16883847,2.5095894,1.5016735
RNF26,ENSG00000173456,55,True,0.10797581,2.6728482,1.8240235
NRGN,ENSG00000154146,84,True,0.24324954,3.2161727,2.8968024
ESAM,ENSG00000149564,10,True,0.0334828,2.5054073,1.4934161
STT3A,ENSG00000134910,59,True,0.10952702,2.7382255,1.953109
RPUSD4,ENSG00000165526,77,True,0.13170601,2.4468422,1.3777808
SRPR,ENSG00000182934,226,True,0.3630311,2.8061512,0.77525306
SENCR,ENSG00000254703,32,True,0.07029929,2.1189666,0.7303996
JAM3,ENSG00000166086,7,True,0.013873304,2.0212884,0.53753674
VPS26B,ENSG00000151502,196,True,0.33904743,3.9510374,2.2425125
THYN1,ENSG00000151500,360,True,0.5634287,3.3383918,1.4279865
WNK1,ENSG00000060237,239,True,0.43970346,4.719851,3.227806
FBXL14,ENSG00000171823,9,True,0.01615544,2.1134543,0.7195158
ADIPOR2,ENSG00000006831,55,True,0.1293904,3.9783792,4.401758
CCND2,ENSG00000118971,164,True,0.2777948,2.2225654,0.9349526
CD9,ENSG00000010278,78,True,0.35748038,4.68657,3.1851542
TNFRSF1A,ENSG00000067182,249,True,0.3750383,2.6964042,0.634604
MRPL51,ENSG00000111639,548,True,0.73645324,3.397557,1.5117633
IFFO1,ENSG00000010295,88,True,0.204159,4.0775223,4.597513
ACRBP,ENSG00000111644,33,True,0.15321724,4.020673,4.4852657
USP5,ENSG00000111667,108,True,0.19699979,3.6524475,3.758215
SPSB2,ENSG00000111671,145,True,0.2471015,2.579531,1.6397711
EMG1,ENSG00000126749,273,True,0.44947088,3.8500412,2.113078
CLSTN3,ENSG00000139182,34,True,0.06659897,2.1156576,0.72386605
CD163,ENSG00000177575,36,True,0.072330676,2.5909278,1.6622739
CLEC4C,ENSG00000198178,8,True,0.013751205,2.2061157,0.90247315
KLRG1,ENSG00000139187,313,True,0.6150052,3.3995771,1.5146238
KLRB1,ENSG00000111796,152,True,0.32106945,3.1486692,1.2142162
CLEC2B,ENSG00000110852,249,True,0.4686308,3.5848727,1.7732445
CLEC1B,ENSG00000165682,13,True,0.045087576,2.832563,2.1393757
KLRC1,ENSG00000134545,51,True,0.11924358,2.172995,0.8370774
RP11-291B21.2,ENSG00000256039,98,True,0.19948591,2.0243895,0.5436598
PLBD1,ENSG00000121316,235,True,0.43944106,3.0305293,1.0628108
GOLT1B,ENSG00000111711,164,True,0.24929161,2.414205,1.3133397
TM7SF3,ENSG00000064115,127,True,0.22017053,3.2273254,2.9188232
CCDC91,ENSG00000123106,284,True,0.4486363,2.849242,0.83047724
DENND5B,ENSG00000170456,13,True,0.033629175,2.7782125,2.0320623
RP11-428G5.5,ENSG00000255760,31,True,0.08140248,2.6695795,1.8175695
SLC2A13,ENSG00000151229,27,True,0.09103423,4.0702963,4.5832458
LRRK2,ENSG00000188906,41,True,0.07441395,2.2953517,1.0786672
PRICKLE1,ENSG00000139174,7,True,0.014660144,2.0440545,0.58248776
IRAK4,ENSG00000198001,170,True,0.27590808,2.7687166,2.0133128
RP11-493L12.4,ENSG00000258181,5,True,0.027332535,3.7074547,3.866825
SLC48A1,ENSG00000211584,25,True,0.11822687,4.439149,5.311535
ASB8,ENSG00000177981,197,True,0.33458453,3.0926807,1.1424626
RHEBL1,ENSG00000167550,41,True,0.08693423,2.5707767,1.6224861
TMBIM6,ENSG00000139644,1382,True,1.5177177,3.0090346,0.88785535
BCDIN3D,ENSG00000186666,38,True,0.074019015,2.423865,1.3324132
SMARCD1,ENSG00000066117,101,True,0.16247961,2.1896086,0.86988026
ITGB7,ENSG00000139626,377,True,0.5815827,3.334154,1.4219857
C12orf10,ENSG00000139637,306,True,0.4736689,3.7658248,2.0051484
CBX5,ENSG00000094916,118,True,0.19168355,2.5573335,1.5959427
NCKAP1L,ENSG00000123338,285,True,0.43599388,3.0929186,1.1427675
BLOC1S1,ENSG00000135441,839,True,1.0832044,2.9497304,0.8014489
GDF11,ENSG00000135414,10,True,0.01958664,2.1974685,0.88539946
ORMDL2,ENSG00000123353,255,True,0.39458406,3.0065942,1.0321362
WIBG,ENSG00000170473,226,True,0.35379052,3.0499635,1.0877173
SUOX,ENSG00000139531,4,True,0.016038105,3.1262252,2.7192037
SMARCC2,ENSG00000139613,116,True,0.2278163,3.2325685,2.9291756
IL23A,ENSG00000110944,120,True,0.24960385,3.9740527,4.393215
BAZ2A,ENSG00000076108,197,True,0.36693338,4.0659385,2.3897672
TMEM194A,ENSG00000166881,20,True,0.035496783,2.0226703,0.5402652
R3HDM2,ENSG00000179912,66,True,0.15579022,4.1178117,4.6770635
DTX3,ENSG00000178498,26,True,0.056358192,2.9886925,2.4476492
XPOT,ENSG00000184575,98,True,0.1729168,3.2094123,2.8834543
GNS,ENSG00000135677,120,True,0.19932657,3.120193,2.7072933
TMBIM4-1,ENSG00000155957,782,True,1.0196851,4.051068,2.5180287
THAP2,ENSG00000173451,108,True,0.1845093,2.7222404,1.921547
RAB21,ENSG00000080371,71,True,0.115581065,2.2550247,0.9990425
TBC1D15,ENSG00000121749,88,True,0.17001669,2.8996308,2.2717993
ATXN7L3B,ENSG00000253719,109,True,0.18409982,2.556611,1.5945164
PAWR,ENSG00000177425,26,True,0.05301404,2.1381457,0.76826817
TMTC2,ENSG00000179104,12,True,0.027476333,2.604565,1.6891999
LINC00936,ENSG00000271614,749,True,1.0716432,3.3205552,1.3794283
MRPL42,ENSG00000198015,135,True,0.2648932,4.370054,5.1751084
NDUFA12,ENSG00000184752,592,True,0.8274162,3.307095,1.3836709
NR2C1,ENSG00000120798,50,True,0.1488056,4.3356404,5.10716
ACTR6,ENSG00000075089,93,True,0.17047156,3.2504175,2.964418
GNPTAB,ENSG00000111670,127,True,0.22129592,2.1593919,0.8102182
TDG,ENSG00000139372,153,True,0.3240813,4.6330905,3.1166158
HCFC2,ENSG00000111727,31,True,0.09385714,4.220548,4.879914
